complexity,algorithm,samples,reward,b
12,A*,1,0.45407660918649984,8
12,A*,1,0.45407660918649984,8
12,A*,2,0.4545454545454546,8
12,A*,3,0.47565149415449404,8
12,A*,4,0.4993761694389223,8
12,A*,5,0.45407660918649984,8
12,A*,6,0.47619047619047616,8
12,A*,7,0.45267873021259264,8
12,A*,8,0.47565149415449404,8
12,A*,9,0.5255883312276367,8
12,A*,10,0.5,8
12,A*,11,0.4993761694389223,8
12,A*,12,0.5547001962252291,8
12,A*,13,0.5263157894736842,8
12,A*,14,0.4740454631399772,8
12,A*,15,0.45037734911104493,8
12,A*,16,0.4975185951049946,8
12,A*,17,0.5555555555555556,8
12,A*,18,0.5872202195147035,8
12,A*,19,0.4472135954999579,8
12,A*,20,0.5255883312276367,8
12,A*,21,0.4714045207910317,8
12,A*,22,0.5547001962252291,8
12,A*,23,0.49446817643414875,8
12,A*,24,0.5234239225902138,8
12,A*,25,0.4432422071779363,8
12,A*,26,0.467780269724988,8
12,A*,27,0.6237828615518053,8
12,A*,28,0.5882352941176471,8
12,A*,29,0.46324105461207954,8
12,A*,30,0.5198752449100364,8
12,A*,31,0.43852900965351466,8
12,A*,32,0.625,8
12,A*,33,0.6651901052377394,8
12,A*,34,0.5521576303742327,8
12,A*,35,0.4902903378454601,8
12,A*,36,0.5872202195147035,8
12,A*,37,0.547996624351191,8
12,A*,38,0.7124704998790965,8
12,A*,39,0.584206237836986,8
12,A*,40,0.43314808182421,8
12,A*,41,0.4578685464956301,8
12,A*,42,0.6666666666666666,8
12,A*,43,0.5150262026246047,8
12,A*,44,0.48507125007266594,8
12,A*,45,0.6237828615518053,8
12,A*,46,0.6201736729460423,8
12,A*,47,0.5089865985592876,8
12,A*,48,0.7669649888473704,8
12,A*,49,0.45175395145262565,8
12,A*,50,0.4271788288583805,8
12,A*,51,0.5792844463634923,8
12,A*,52,0.4789131426105757,8
12,A*,53,0.5423261445466404,8
12,A*,54,0.7142857142857142,8
12,A*,55,0.6651901052377394,8
12,A*,56,0.4207031619116713,8
12,A*,57,0.6142951168339512,8
12,A*,58,0.5018856132284956,8
12,A*,59,0.5352877275721892,8
12,A*,60,0.5725983343138683,8
12,A*,61,0.4449941594899848,8
12,A*,62,0.7692307692307693,8
12,A*,63,0.6608186004550898,8
12,A*,64,0.7124704998790965,8
12,A*,65,0.4719291781830087,8
12,A*,66,0.8304547985373998,8
12,A*,67,0.4938647983247948,8
12,A*,68,0.46423834544262965,8
12,A*,69,0.8333333333333333,8
12,A*,70,0.5643326479831003,8
12,A*,71,0.7669649888473704,8
12,A*,72,0.6537204504606133,8
12,A*,73,0.43768810953240855,8
12,A*,74,0.6063390625908325,8
12,A*,75,0.9053574604251853,8
12,A*,76,0.5270462766947299,8
12,A*,77,0.7071067811865475,8
12,A*,78,0.8304547985373998,8
12,A*,79,0.5177803730784978,8
12,A*,80,0.5547001962252291,8
12,A*,81,0.6984302957695782,8
12,A*,82,0.6441566264008308,8
12,A*,83,0.4559607525875532,8
12,A*,84,0.9090909090909092,8
12,A*,85,0.9950371902099892,8
12,A*,86,0.5965499862718936,8
12,A*,87,0.48507125007266594,8
12,A*,88,0.7602859212697055,8
12,A*,89,0.6868028197434451,8
12,A*,90,0.5852057359806528,8
12,A*,91,0.7495316889958614,8
12,A*,92,0.47565149415449404,8
12,A*,93,0.9053574604251853,8
12,A*,94,0.8219949365267865,8
12,A*,95,0.5076730825668095,8
12,A*,96,0.5439282932204212,8
12,A*,97,0.6324555320336758,8
12,A*,98,1.0,8
12,A*,99,0.49690399499995325,8
12,A*,100,0.8084520834544433,8
12,A*,101,0.7352146220938077,8
12,A*,102,0.8944271909999159,8
12,A*,103,0.9950371902099892,8
12,A*,104,0.6726727939963124,8
12,A*,105,0.5725983343138683,8
12,A*,106,0.5322462954123495,8
12,A*,107,0.618984460590173,8
12,A*,108,0.7179581586177382,8
12,A*,109,0.604122093330177,8
12,A*,110,0.8770580193070293,8
12,A*,111,0.7905694150420949,8
12,A*,112,0.6565321642986127,8
12,A*,113,0.5198752449100364,8
12,A*,114,0.9805806756909202,8
12,A*,115,0.5590169943749475,8
12,A*,116,0.5447347107028433,8
12,A*,117,0.854357657716761,8
12,A*,118,0.6984302957695782,8
12,A*,119,0.7692307692307693,8
12,A*,120,0.5882352941176471,8
12,A*,121,0.9578262852211514,8
12,A*,122,0.6388765649999399,8
12,A*,123,0.9284766908852593,8
12,A*,124,0.7453559924999299,8
12,A*,125,0.6201736729460423,8
12,A*,126,0.5716619504750295,8
12,A*,127,0.6772854614785964,8
12,A*,128,0.827605888602368,8
12,A*,129,0.6008417681261097,8
12,A*,130,0.6551217820804184,8
12,A*,131,0.8944271909999159,8
12,A*,132,0.7198157507486945,8
12,A*,133,0.7980868844676221,8
12,A*,134,0.6324555320336758,8
12,A*,135,0.8574929257125441,8
12,A*,136,0.5812381937190965,8
12,A*,137,0.6933752452815365,8
12,A*,138,0.7669649888473704,8
12,A*,139,0.8192319205190406,8
12,A*,140,0.5616559563017304,8
12,A*,141,0.7352146220938077,8
12,A*,142,0.6097107608496923,8
12,A*,143,0.6666666666666666,8
12,A*,144,0.6401843996644798,8
12,A*,145,0.7035975447302918,8
12,A*,146,0.5423261445466404,8
12,A*,147,0.5376033305704704,8
12,A*,148,0.7808688094430304,8
12,A*,149,0.5872202195147035,8
12,A*,150,0.6142951168339512,8
12,A*,151,0.5150262026246047,8
